study_link_id	de_identification_method_type	license	image_modality	imaging_equipment_manufacturer	imaging_equipment_model	imaging_sofware	imaging_protocol	organ_or_tissue	tumor_tissue_type	tissue_fixative	embedding_medium	staining_method	objective	nominal_magnification	immersion	lens_numerical_aperture	working_distance	imaging_assay_type	pyramid	physical_size_x	physical_size_y	physical_size_z	size_c	size_t	size_x	size_y	size_z	channel_metadata_file_url_in_cds	type	file.file_id
img_042	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI (Nolan)	MIBI (Nolan)	combine_tiffs-darwin-v0.2-5-g2ec3737	dx.doi.org/10.17504/protocols.io.2fbgbin	Upper-outer quadrant of breast	Metastatic	Formalin	Unknown			Not Applicable			Not Applicable	MIBI	False	0.48828125	0.48828125	0.48828125	49.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_auxiliary_files/MBC/Channel-level_Metadata_HTAPP_MBC_level2_panel18.csv	image	dg.4DFC/621eacc4-7e68-11ee-a947-33ad638e45af
img_043	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI (Nolan)	MIBI (Nolan)	combine_tiffs-darwin-v0.2-5-g2ec3737	dx.doi.org/10.17504/protocols.io.2fbgbin	Overlapping lesion of breast	Metastatic	Formalin	Unknown			Not Applicable			Not Applicable	MIBI	False	0.48828125	0.48828125	0.48828125	49.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_auxiliary_files/MBC/Channel-level_Metadata_HTAPP_MBC_level2_panel18.csv	image	dg.4DFC/621ed190-7e68-11ee-b82c-cbc045a2775f
img_044	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI (Nolan)	MIBI (Nolan)	combine_tiffs-darwin-v0.2-5-g2ec3737	dx.doi.org/10.17504/protocols.io.2fbgbin	Overlapping lesion of breast	Metastatic	Formalin	Unknown			Not Applicable			Not Applicable	MIBI	False	0.48828125	0.48828125	0.48828125	49.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_auxiliary_files/MBC/Channel-level_Metadata_HTAPP_MBC_level2_panel18.csv	image	dg.4DFC/621ef594-7e68-11ee-aee7-2f29fd95a466
img_045	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI (Nolan)	MIBI (Nolan)	combine_tiffs-darwin-v0.2-5-g2ec3737	dx.doi.org/10.17504/protocols.io.2fbgbin	Overlapping lesion of breast	Metastatic	Formalin	Unknown			Not Applicable			Not Applicable	MIBI	False	0.48828125	0.48828125	0.48828125	49.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_auxiliary_files/MBC/Channel-level_Metadata_HTAPP_MBC_level2_panel18.csv	image	dg.4DFC/621f19fc-7e68-11ee-9b52-03af554929c3
img_046	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI (Nolan)	MIBI (Nolan)	combine_tiffs-darwin-v0.2-5-g2ec3737	dx.doi.org/10.17504/protocols.io.2fbgbin	Overlapping lesion of breast	Metastatic	Formalin	Unknown			Not Applicable			Not Applicable	MIBI	False	0.48828125	0.48828125	0.48828125	49.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_auxiliary_files/MBC/Channel-level_Metadata_HTAPP_MBC_level2_panel18.csv	image	dg.4DFC/621f3d6a-7e68-11ee-8fcf-6b4a73ff69e3
img_047	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI (Nolan)	MIBI (Nolan)	combine_tiffs-darwin-v0.2-5-g2ec3737	dx.doi.org/10.17504/protocols.io.2fbgbin	Upper-inner quadrant of breast	Metastatic	Formalin	Unknown			Not Applicable			Not Applicable	MIBI	False	0.48828125	0.48828125	0.48828125	49.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_auxiliary_files/MBC/Channel-level_Metadata_HTAPP_MBC_level2_panel18.csv	image	dg.4DFC/621f66fa-7e68-11ee-bddb-53d1d7068dd9
img_048	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI (Nolan)	MIBI (Nolan)	combine_tiffs-darwin-v0.2-5-g2ec3737	dx.doi.org/10.17504/protocols.io.2fbgbin	Upper-inner quadrant of breast	Metastatic	Formalin	Unknown			Not Applicable			Not Applicable	MIBI	False	0.48828125	0.48828125	0.48828125	49.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_auxiliary_files/MBC/Channel-level_Metadata_HTAPP_MBC_level2_panel18.csv	image	dg.4DFC/621f8afe-7e68-11ee-8ccc-df78cb5e25db
img_049	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI (Nolan)	MIBI (Nolan)	combine_tiffs-darwin-v0.2-5-g2ec3737	dx.doi.org/10.17504/protocols.io.2fbgbin	Breast NOS	Metastatic	Formalin	Unknown			Not Applicable			Not Applicable	MIBI	False	0.48828125	0.48828125	0.48828125	49.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_auxiliary_files/MBC/Channel-level_Metadata_HTAPP_MBC_level2_panel18.csv	image	dg.4DFC/621fae08-7e68-11ee-99ec-17bd956aaec0
img_050	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI (Nolan)	MIBI (Nolan)	combine_tiffs-darwin-v0.2-5-g2ec3737	dx.doi.org/10.17504/protocols.io.2fbgbin	Breast NOS	Metastatic	Formalin	Unknown			Not Applicable			Not Applicable	MIBI	False	0.48828125	0.48828125	0.48828125	49.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_auxiliary_files/MBC/Channel-level_Metadata_HTAPP_MBC_level2_panel18.csv	image	dg.4DFC/621fd19e-7e68-11ee-bbb0-4b36bf55b4e2
img_051	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	Aperio ScanScope XT	Aperio ScanScope XT	Aperio ScanScope XT Controller	https://www.protocols.io/view/htapp-multi-assay-sectioning-of-oct-embedded-sampl-bk95kz86, https://www.protocols.io/view/htapp-hematoxylin-and-eosin-h-e-staining-protocol-8pphvmn	Breast NOS	Metastatic	unknown	Unknown	Hematoxylin and Eosin Staining Method		20															image	dg.4DFC/621ff82c-7e68-11ee-9e76-abfade8fa0bf
img_052	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI (Nolan)	MIBI (Nolan)	combine_tiffs-darwin-v0.2-5-g2ec3737	dx.doi.org/10.17504/protocols.io.2fbgbin	Breast NOS	Metastatic	Formalin	Unknown			Not Applicable			Not Applicable	MIBI	False	0.48828125	0.48828125	0.48828125	49.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_auxiliary_files/MBC/Channel-level_Metadata_HTAPP_MBC_level2_panel18.csv	image	dg.4DFC/62201c6c-7e68-11ee-9f3c-3b11c8bd6259
img_053	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	Aperio ScanScope XT	Aperio ScanScope XT	Aperio ScanScope XT Controller	https://www.protocols.io/view/htapp-multi-assay-sectioning-of-oct-embedded-sampl-bk95kz86, https://www.protocols.io/view/htapp-hematoxylin-and-eosin-h-e-staining-protocol-8pphvmn	Breast NOS	Metastatic	unknown	Unknown	Hematoxylin and Eosin Staining Method		20															image	dg.4DFC/62204034-7e68-11ee-bf54-8fe4e657a41f
img_054	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI (Nolan)	MIBI (Nolan)	combine_tiffs-darwin-v0.2-5-g2ec3737	dx.doi.org/10.17504/protocols.io.2fbgbin	Upper-outer quadrant of breast	Primary	Formalin	Unknown			Not Applicable			Not Applicable	MIBI	False	0.48828125	0.48828125	0.48828125	49.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_auxiliary_files/MBC/Channel-level_Metadata_HTAPP_MBC_level2_panel18.csv	image	dg.4DFC/622063f2-7e68-11ee-bd87-9f1e793f74c1
img_055	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI (Nolan)	MIBI (Nolan)	combine_tiffs-darwin-v0.2-5-g2ec3737	dx.doi.org/10.17504/protocols.io.2fbgbin	Upper-outer quadrant of breast	Primary	Formalin	Unknown			Not Applicable			Not Applicable	MIBI	False	0.48828125	0.48828125	0.48828125	49.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_auxiliary_files/MBC/Channel-level_Metadata_HTAPP_MBC_level2_panel18.csv	image	dg.4DFC/62208788-7e68-11ee-8102-3fee8dafc8f4
img_056	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI (Nolan)	MIBI (Nolan)	combine_tiffs-darwin-v0.2-5-g2ec3737	dx.doi.org/10.17504/protocols.io.2fbgbin	Upper-outer quadrant of breast	Primary	Formalin	Unknown			Not Applicable			Not Applicable	MIBI	False	0.48828125	0.48828125	0.48828125	49.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_auxiliary_files/MBC/Channel-level_Metadata_HTAPP_MBC_level2_panel18.csv	image	dg.4DFC/6220acd6-7e68-11ee-8401-c315ab942abc
img_057	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI (Nolan)	MIBI (Nolan)	combine_tiffs-darwin-v0.2-5-g2ec3737	dx.doi.org/10.17504/protocols.io.2fbgbin	Upper-outer quadrant of breast	Primary	Formalin	Unknown			Not Applicable			Not Applicable	MIBI	False	0.48828125	0.48828125	0.48828125	49.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_auxiliary_files/MBC/Channel-level_Metadata_HTAPP_MBC_level2_panel18.csv	image	dg.4DFC/6220d0c6-7e68-11ee-b9f6-837be4863a4e
img_058	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI (Nolan)	MIBI (Nolan)	combine_tiffs-darwin-v0.2-5-g2ec3737	dx.doi.org/10.17504/protocols.io.2fbgbin	Upper-outer quadrant of breast	Metastatic	Formalin	Unknown			Not Applicable			Not Applicable	MIBI	False	0.48828125	0.48828125	0.48828125	49.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_auxiliary_files/MBC/Channel-level_Metadata_HTAPP_MBC_level2_panel18.csv	image	dg.4DFC/6220f45c-7e68-11ee-94b6-c746db0a3207
img_059	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI (Nolan)	MIBI (Nolan)	combine_tiffs-darwin-v0.2-5-g2ec3737	dx.doi.org/10.17504/protocols.io.2fbgbin	Upper-outer quadrant of breast	Primary	Formalin	Unknown			Not Applicable			Not Applicable	MIBI	False	0.48828125	0.48828125	0.48828125	49.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_auxiliary_files/MBC/Channel-level_Metadata_HTAPP_MBC_level2_panel18.csv	image	dg.4DFC/622117c0-7e68-11ee-a4a8-1bf13a1a35d6
img_060	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI (Nolan)	MIBI (Nolan)	combine_tiffs-darwin-v0.2-5-g2ec3737	dx.doi.org/10.17504/protocols.io.2fbgbin	Upper-outer quadrant of breast	Primary	Formalin	Unknown			Not Applicable			Not Applicable	MIBI	False	0.48828125	0.48828125	0.48828125	49.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_auxiliary_files/MBC/Channel-level_Metadata_HTAPP_MBC_level2_panel18.csv	image	dg.4DFC/62213be2-7e68-11ee-a8c2-abfd76678017
img_061	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI (Nolan)	MIBI (Nolan)	combine_tiffs-darwin-v0.2-5-g2ec3737	dx.doi.org/10.17504/protocols.io.2fbgbin	Lower-outer quadrant of breast	Primary	Formalin	Unknown			Not Applicable			Not Applicable	MIBI	False	0.48828125	0.48828125	0.48828125	49.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_auxiliary_files/MBC/Channel-level_Metadata_HTAPP_MBC_level2_panel18.csv	image	dg.4DFC/62215fa0-7e68-11ee-919c-73520125785b
img_062	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI (Nolan)	MIBI (Nolan)	combine_tiffs-darwin-v0.2-5-g2ec3737	dx.doi.org/10.17504/protocols.io.2fbgbin	Lower-outer quadrant of breast	Primary	Formalin	Unknown			Not Applicable			Not Applicable	MIBI	False	0.48828125	0.48828125	0.48828125	49.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_auxiliary_files/MBC/Channel-level_Metadata_HTAPP_MBC_level2_panel18.csv	image	dg.4DFC/6221832c-7e68-11ee-8f2b-8330c5d4baf6
img_063	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI (Nolan)	MIBI (Nolan)	combine_tiffs-darwin-v0.2-5-g2ec3737	dx.doi.org/10.17504/protocols.io.2fbgbin	Lower-outer quadrant of breast	Metastatic	Formalin	Unknown			Not Applicable			Not Applicable	MIBI	False	0.48828125	0.48828125	0.48828125	49.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_auxiliary_files/MBC/Channel-level_Metadata_HTAPP_MBC_level2_panel18.csv	image	dg.4DFC/6221a6d6-7e68-11ee-974b-cf17fc31838c
img_064	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI (Nolan)	MIBI (Nolan)	combine_tiffs-darwin-v0.2-5-g2ec3737	dx.doi.org/10.17504/protocols.io.2fbgbin	Lower-outer quadrant of breast	Primary	Formalin	Unknown			Not Applicable			Not Applicable	MIBI	False	0.48828125	0.48828125	0.48828125	49.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_auxiliary_files/MBC/Channel-level_Metadata_HTAPP_MBC_level2_panel18.csv	image	dg.4DFC/6221caa8-7e68-11ee-a468-172bb8261521
img_065	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI (Nolan)	MIBI (Nolan)	combine_tiffs-darwin-v0.2-5-g2ec3737	dx.doi.org/10.17504/protocols.io.2fbgbin	Lower-outer quadrant of breast	Metastatic	Formalin	Unknown			Not Applicable			Not Applicable	MIBI	False	0.48828125	0.48828125	0.48828125	49.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_auxiliary_files/MBC/Channel-level_Metadata_HTAPP_MBC_level2_panel18.csv	image	dg.4DFC/6221eee8-7e68-11ee-98e4-0fafe99a072b
img_066	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI (Nolan)	MIBI (Nolan)	combine_tiffs-darwin-v0.2-5-g2ec3737	dx.doi.org/10.17504/protocols.io.2fbgbin	Lower-outer quadrant of breast	Primary	Formalin	Unknown			Not Applicable			Not Applicable	MIBI	False	0.48828125	0.48828125	0.48828125	49.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_auxiliary_files/MBC/Channel-level_Metadata_HTAPP_MBC_level2_panel18.csv	image	dg.4DFC/6222167a-7e68-11ee-b895-b34940eb97fe
img_067	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI (Nolan)	MIBI (Nolan)	combine_tiffs-darwin-v0.2-5-g2ec3737	dx.doi.org/10.17504/protocols.io.2fbgbin	Lower-outer quadrant of breast	Metastatic	Formalin	Unknown			Not Applicable			Not Applicable	MIBI	False	0.48828125	0.48828125	0.48828125	49.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_auxiliary_files/MBC/Channel-level_Metadata_HTAPP_MBC_level2_panel18.csv	image	dg.4DFC/62223dbc-7e68-11ee-8fe1-3f051d86d02e
img_068	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI (Nolan)	MIBI (Nolan)	combine_tiffs-darwin-v0.2-5-g2ec3737	dx.doi.org/10.17504/protocols.io.2fbgbin	Lower-outer quadrant of breast	Metastatic	Formalin	Unknown			Not Applicable			Not Applicable	MIBI	False	0.48828125	0.48828125	0.48828125	49.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_auxiliary_files/MBC/Channel-level_Metadata_HTAPP_MBC_level2_panel18.csv	image	dg.4DFC/62226120-7e68-11ee-a43a-df1d7573ab8c
img_069	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI (Nolan)	MIBI (Nolan)	combine_tiffs-darwin-v0.2-5-g2ec3737	dx.doi.org/10.17504/protocols.io.2fbgbin	Lower-outer quadrant of breast	Primary	Formalin	Unknown			Not Applicable			Not Applicable	MIBI	False	0.48828125	0.48828125	0.48828125	49.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_auxiliary_files/MBC/Channel-level_Metadata_HTAPP_MBC_level2_panel18.csv	image	dg.4DFC/622285ec-7e68-11ee-9cc4-fb2b67e20017
img_070	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI (Nolan)	MIBI (Nolan)	combine_tiffs-darwin-v0.2-5-g2ec3737	dx.doi.org/10.17504/protocols.io.2fbgbin	Lower-outer quadrant of breast	Metastatic	Formalin	Unknown			Not Applicable			Not Applicable	MIBI	False	0.48828125	0.48828125	0.48828125	49.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_auxiliary_files/MBC/Channel-level_Metadata_HTAPP_MBC_level2_panel18.csv	image	dg.4DFC/6222aa2c-7e68-11ee-afcd-0bae0a0d199a
img_071	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI (Nolan)	MIBI (Nolan)	combine_tiffs-darwin-v0.2-5-g2ec3737	dx.doi.org/10.17504/protocols.io.2fbgbin	Breast NOS	Primary	Formalin	Unknown			Not Applicable			Not Applicable	MIBI	False	0.48828125	0.48828125	0.48828125	49.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_auxiliary_files/MBC/Channel-level_Metadata_HTAPP_MBC_level2_panel18.csv	image	dg.4DFC/6222cdf4-7e68-11ee-81de-aff2ab9a9616
img_072	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI (Nolan)	MIBI (Nolan)	combine_tiffs-darwin-v0.2-5-g2ec3737	dx.doi.org/10.17504/protocols.io.2fbgbin	Breast NOS	Metastatic	Formalin	Unknown			Not Applicable			Not Applicable	MIBI	False	0.48828125	0.48828125	0.48828125	49.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_auxiliary_files/MBC/Channel-level_Metadata_HTAPP_MBC_level2_panel18.csv	image	dg.4DFC/6222f216-7e68-11ee-9e13-a7871d928559
img_073	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI (Nolan)	MIBI (Nolan)	combine_tiffs-darwin-v0.2-5-g2ec3737	dx.doi.org/10.17504/protocols.io.2fbgbin	Breast NOS	Primary	Formalin	Unknown			Not Applicable			Not Applicable	MIBI	False	0.48828125	0.48828125	0.48828125	49.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_auxiliary_files/MBC/Channel-level_Metadata_HTAPP_MBC_level2_panel18.csv	image	dg.4DFC/6223162e-7e68-11ee-aace-23a84336a2e4
img_074	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI (Nolan)	MIBI (Nolan)	combine_tiffs-darwin-v0.2-5-g2ec3737	dx.doi.org/10.17504/protocols.io.2fbgbin	Breast NOS	Primary	Formalin	Unknown			Not Applicable			Not Applicable	MIBI	False	0.48828125	0.48828125	0.48828125	49.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_auxiliary_files/MBC/Channel-level_Metadata_HTAPP_MBC_level2_panel18.csv	image	dg.4DFC/62233aa0-7e68-11ee-9675-ff36b5f9b323
img_075	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI (Nolan)	MIBI (Nolan)	combine_tiffs-darwin-v0.2-5-g2ec3737	dx.doi.org/10.17504/protocols.io.2fbgbin	Breast NOS	Primary	Formalin	Unknown			Not Applicable			Not Applicable	MIBI	False	0.48828125	0.48828125	0.48828125	49.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_auxiliary_files/MBC/Channel-level_Metadata_HTAPP_MBC_level2_panel18.csv	image	dg.4DFC/62235f12-7e68-11ee-be80-7b109f2c5368
img_076	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI (Nolan)	MIBI (Nolan)	combine_tiffs-darwin-v0.2-5-g2ec3737	dx.doi.org/10.17504/protocols.io.2fbgbin	Breast NOS	Metastatic	Formalin	Unknown			Not Applicable			Not Applicable	MIBI	False	0.48828125	0.48828125	0.48828125	49.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_auxiliary_files/MBC/Channel-level_Metadata_HTAPP_MBC_level2_panel18.csv	image	dg.4DFC/622382da-7e68-11ee-8eb6-d7bb4b122dcd
img_077	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI (Nolan)	MIBI (Nolan)	combine_tiffs-darwin-v0.2-5-g2ec3737	dx.doi.org/10.17504/protocols.io.2fbgbin	Breast NOS	Primary	Formalin	Unknown			Not Applicable			Not Applicable	MIBI	False	0.48828125	0.48828125	0.48828125	49.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_auxiliary_files/MBC/Channel-level_Metadata_HTAPP_MBC_level2_panel18.csv	image	dg.4DFC/6223a990-7e68-11ee-b8cb-7bf80fe92c4f
img_078	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI (Nolan)	MIBI (Nolan)	combine_tiffs-darwin-v0.2-5-g2ec3737	dx.doi.org/10.17504/protocols.io.2fbgbin	Breast NOS	Metastatic	Formalin	Unknown			Not Applicable			Not Applicable	MIBI	False	0.48828125	0.48828125	0.48828125	49.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_auxiliary_files/MBC/Channel-level_Metadata_HTAPP_MBC_level2_panel18.csv	image	dg.4DFC/6223cd6c-7e68-11ee-aff4-33cc82720401
img_079	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI (Nolan)	MIBI (Nolan)	combine_tiffs-darwin-v0.2-5-g2ec3737	dx.doi.org/10.17504/protocols.io.2fbgbin	Breast NOS	Metastatic	Formalin	Unknown			Not Applicable			Not Applicable	MIBI	False	0.48828125	0.48828125	0.48828125	49.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_auxiliary_files/MBC/Channel-level_Metadata_HTAPP_MBC_level2_panel18.csv	image	dg.4DFC/6223f148-7e68-11ee-8d17-33eae8b80ec3
img_080	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI (Nolan)	MIBI (Nolan)	combine_tiffs-darwin-v0.2-5-g2ec3737	dx.doi.org/10.17504/protocols.io.2fbgbin	Bone marrow	Primary	Formalin	Unknown			Not Applicable			Not Applicable	MIBI	False	0.48828125	0.48828125	0.48828125	49.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_auxiliary_files/neuroblastoma/Channel-level_Metadata_HTAPP_NB_level2_panel18.csv	image	dg.4DFC/622414b6-7e68-11ee-9b1f-3ba987b41e22
img_081	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI (Nolan)	MIBI (Nolan)	combine_tiffs-darwin-v0.2-5-g2ec3737	dx.doi.org/10.17504/protocols.io.2fbgbin	Bone marrow	Primary	Formalin	Unknown			Not Applicable			Not Applicable	MIBI	False	0.48828125	0.48828125	0.48828125	49.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_auxiliary_files/neuroblastoma/Channel-level_Metadata_HTAPP_NB_level2_panel18.csv	image	dg.4DFC/62243860-7e68-11ee-8d19-5b3af613f2ae
img_082	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI (Nolan)	MIBI (Nolan)	combine_tiffs-darwin-v0.2-5-g2ec3737	dx.doi.org/10.17504/protocols.io.2fbgbin	Bone marrow	Primary	Formalin	Unknown			Not Applicable			Not Applicable	MIBI	False	0.48828125	0.48828125	0.48828125	49.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_auxiliary_files/neuroblastoma/Channel-level_Metadata_HTAPP_NB_level2_panel18.csv	image	dg.4DFC/62245c96-7e68-11ee-a3c1-27cfcc6d587e
img_083	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI (Nolan)	MIBI (Nolan)	combine_tiffs-darwin-v0.2-5-g2ec3737	dx.doi.org/10.17504/protocols.io.2fbgbin	Connective subcutaneous and other soft tissues of head face and neck	Primary	Formalin	Unknown			Not Applicable			Not Applicable	MIBI	False	0.48828125	0.48828125	0.48828125	49.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v23.3.1.img/htan-dcc-htapp/mibi_auxiliary_files/neuroblastoma/Channel-level_Metadata_HTAPP_NB_level2_panel18.csv	image	dg.4DFC/6224802c-7e68-11ee-a132-b303fadfd12c
