reference_genome_assembly	library_strategy	library_layout	library_source	library_selection	platform	type	genomic_info_id	file.file_id	instrument_model
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c73a0e8-c9b2-11ed-928b-1716eafe17c5	dg.4DFC/9c73a0e8-c9b2-11ed-928b-1716eafe17c5	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c73df72-c9b2-11ed-afae-9fe7cf570ed9	dg.4DFC/9c73df72-c9b2-11ed-afae-9fe7cf570ed9	Not specified in data
GRCh37	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c741f96-c9b2-11ed-9b74-d7036f65de79	dg.4DFC/9c741f96-c9b2-11ed-9b74-d7036f65de79	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c745e8e-c9b2-11ed-b711-2374f0c80e0d	dg.4DFC/9c745e8e-c9b2-11ed-b711-2374f0c80e0d	Not specified in data
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c749d54-c9b2-11ed-99be-df335e2883e8	dg.4DFC/9c749d54-c9b2-11ed-99be-df335e2883e8	Not specified in data
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c74de7c-c9b2-11ed-93f0-575f837779af	dg.4DFC/9c74de7c-c9b2-11ed-93f0-575f837779af	Not specified in data
GRCh38	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c751d24-c9b2-11ed-8433-3bfc7aa49b71	dg.4DFC/9c751d24-c9b2-11ed-8433-3bfc7aa49b71	Not specified in data
GRCh38	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c755de8-c9b2-11ed-aa94-cb1010f5d2ec	dg.4DFC/9c755de8-c9b2-11ed-aa94-cb1010f5d2ec	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c759c72-c9b2-11ed-b390-cb6262bce339	dg.4DFC/9c759c72-c9b2-11ed-b390-cb6262bce339	Not specified in data
GRCh37	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c75db2e-c9b2-11ed-984e-27f3b9625d9a	dg.4DFC/9c75db2e-c9b2-11ed-984e-27f3b9625d9a	Not specified in data
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c761bb6-c9b2-11ed-8b88-9f825fe29ac7	dg.4DFC/9c761bb6-c9b2-11ed-8b88-9f825fe29ac7	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c765bc6-c9b2-11ed-9b1e-ab983a811154	dg.4DFC/9c765bc6-c9b2-11ed-9b1e-ab983a811154	Not specified in data
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c769eba-c9b2-11ed-85da-275dc9fd1089	dg.4DFC/9c769eba-c9b2-11ed-85da-275dc9fd1089	Not specified in data
GRCh38	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c76dd58-c9b2-11ed-b887-8f3dfd1b0a6b	dg.4DFC/9c76dd58-c9b2-11ed-b887-8f3dfd1b0a6b	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c771e94-c9b2-11ed-9d06-47269334267e	dg.4DFC/9c771e94-c9b2-11ed-9d06-47269334267e	Not specified in data
GRCh38	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c775d0a-c9b2-11ed-9be3-07eaaf3c7482	dg.4DFC/9c775d0a-c9b2-11ed-9be3-07eaaf3c7482	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c779b8a-c9b2-11ed-9b51-5bc285ef2358	dg.4DFC/9c779b8a-c9b2-11ed-9b51-5bc285ef2358	Not specified in data
GRCh38	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c77db0e-c9b2-11ed-a1eb-8ba93f9dd238	dg.4DFC/9c77db0e-c9b2-11ed-a1eb-8ba93f9dd238	Not specified in data
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c781a24-c9b2-11ed-ac56-7beb94facf71	dg.4DFC/9c781a24-c9b2-11ed-ac56-7beb94facf71	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c785b60-c9b2-11ed-bb9d-8706bff0f8e8	dg.4DFC/9c785b60-c9b2-11ed-bb9d-8706bff0f8e8	Not specified in data
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c789ac6-c9b2-11ed-b02d-37f3ced585aa	dg.4DFC/9c789ac6-c9b2-11ed-b02d-37f3ced585aa	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c78d8ce-c9b2-11ed-8bcb-1ba825376c6d	dg.4DFC/9c78d8ce-c9b2-11ed-8bcb-1ba825376c6d	Not specified in data
GRCh38	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c79187a-c9b2-11ed-80c1-5330b13df5d7	dg.4DFC/9c79187a-c9b2-11ed-80c1-5330b13df5d7	Not specified in data
GRCh37	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c795e66-c9b2-11ed-b151-0b53a960affc	dg.4DFC/9c795e66-c9b2-11ed-b151-0b53a960affc	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c79a09c-c9b2-11ed-aa75-6364aaffdb91	dg.4DFC/9c79a09c-c9b2-11ed-aa75-6364aaffdb91	Not specified in data
GRCh37	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c79dfc6-c9b2-11ed-b1b2-5bbb4992ca9c	dg.4DFC/9c79dfc6-c9b2-11ed-b1b2-5bbb4992ca9c	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c7a244a-c9b2-11ed-ba59-cfffa79311d9	dg.4DFC/9c7a244a-c9b2-11ed-ba59-cfffa79311d9	Not specified in data
GRCh38	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c7a643c-c9b2-11ed-92ea-3394f129e0cb	dg.4DFC/9c7a643c-c9b2-11ed-92ea-3394f129e0cb	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c7aa41a-c9b2-11ed-a125-2f10270650c4	dg.4DFC/9c7aa41a-c9b2-11ed-a125-2f10270650c4	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c7ae6fa-c9b2-11ed-8f3b-a74b7a6f307c	dg.4DFC/9c7ae6fa-c9b2-11ed-8f3b-a74b7a6f307c	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c7b2674-c9b2-11ed-8be7-8707eb455054	dg.4DFC/9c7b2674-c9b2-11ed-8be7-8707eb455054	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c7b68c8-c9b2-11ed-9728-dbe531db311e	dg.4DFC/9c7b68c8-c9b2-11ed-9728-dbe531db311e	Not specified in data
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c7ba766-c9b2-11ed-a15f-cfc76cfb859a	dg.4DFC/9c7ba766-c9b2-11ed-a15f-cfc76cfb859a	Not specified in data
GRCh38	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c7be60e-c9b2-11ed-870f-5721c1f9478a	dg.4DFC/9c7be60e-c9b2-11ed-870f-5721c1f9478a	Not specified in data
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c7c259c-c9b2-11ed-9026-f3d7a9202519	dg.4DFC/9c7c259c-c9b2-11ed-9026-f3d7a9202519	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c7c6412-c9b2-11ed-b56c-2bef4f44f815	dg.4DFC/9c7c6412-c9b2-11ed-b56c-2bef4f44f815	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c7ca648-c9b2-11ed-953f-0b2d292618c4	dg.4DFC/9c7ca648-c9b2-11ed-953f-0b2d292618c4	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c7ce568-c9b2-11ed-ace9-6fdc073a9b4b	dg.4DFC/9c7ce568-c9b2-11ed-ace9-6fdc073a9b4b	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c7d24c4-c9b2-11ed-824a-87a39ede75db	dg.4DFC/9c7d24c4-c9b2-11ed-824a-87a39ede75db	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c7d654c-c9b2-11ed-939c-4f20854ef820	dg.4DFC/9c7d654c-c9b2-11ed-939c-4f20854ef820	Not specified in data
GRCh38	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c7da390-c9b2-11ed-8d54-1382cbd2a944	dg.4DFC/9c7da390-c9b2-11ed-8d54-1382cbd2a944	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c7de652-c9b2-11ed-add4-c3b13b4b88c5	dg.4DFC/9c7de652-c9b2-11ed-add4-c3b13b4b88c5	Not specified in data
GRCh38	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c7e2658-c9b2-11ed-b56b-4f4ae3c0e2af	dg.4DFC/9c7e2658-c9b2-11ed-b56b-4f4ae3c0e2af	Not specified in data
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c7e64c4-c9b2-11ed-ac95-ebc686817834	dg.4DFC/9c7e64c4-c9b2-11ed-ac95-ebc686817834	Not specified in data
GRCh38	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c7ea740-c9b2-11ed-9306-fb794db45b30	dg.4DFC/9c7ea740-c9b2-11ed-9306-fb794db45b30	Not specified in data
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c7ee606-c9b2-11ed-8e76-3b4500c64df4	dg.4DFC/9c7ee606-c9b2-11ed-8e76-3b4500c64df4	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c7f274c-c9b2-11ed-bc8f-f75a04a033a9	dg.4DFC/9c7f274c-c9b2-11ed-bc8f-f75a04a033a9	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c7f6612-c9b2-11ed-bc5a-7fc9be9a65e2	dg.4DFC/9c7f6612-c9b2-11ed-bc5a-7fc9be9a65e2	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c7fa67c-c9b2-11ed-bde0-4bb8d42d6d7a	dg.4DFC/9c7fa67c-c9b2-11ed-bde0-4bb8d42d6d7a	Not specified in data
GRCh37-lite	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c7fe510-c9b2-11ed-823b-07cdd276b9cd	dg.4DFC/9c7fe510-c9b2-11ed-823b-07cdd276b9cd	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c8023d6-c9b2-11ed-93e0-f7c2ed9edf21	dg.4DFC/9c8023d6-c9b2-11ed-93e0-f7c2ed9edf21	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c80665c-c9b2-11ed-ba3d-2b0fb98b378b	dg.4DFC/9c80665c-c9b2-11ed-ba3d-2b0fb98b378b	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c80a4c8-c9b2-11ed-b407-e7116272b423	dg.4DFC/9c80a4c8-c9b2-11ed-b407-e7116272b423	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c80e636-c9b2-11ed-a684-e356da3e8765	dg.4DFC/9c80e636-c9b2-11ed-a684-e356da3e8765	Not specified in data
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c81243e-c9b2-11ed-805e-f71a6b508f19	dg.4DFC/9c81243e-c9b2-11ed-805e-f71a6b508f19	Not specified in data
GRCh38	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c81641c-c9b2-11ed-8cba-f77ead346457	dg.4DFC/9c81641c-c9b2-11ed-8cba-f77ead346457	Not specified in data
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c81a526-c9b2-11ed-ba4c-f7f8ba4e8232	dg.4DFC/9c81a526-c9b2-11ed-ba4c-f7f8ba4e8232	Not specified in data
GRCh37	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c81e3f6-c9b2-11ed-aad1-f30def91f442	dg.4DFC/9c81e3f6-c9b2-11ed-aad1-f30def91f442	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c822384-c9b2-11ed-8d0b-3fba0d1632f0	dg.4DFC/9c822384-c9b2-11ed-8d0b-3fba0d1632f0	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c826286-c9b2-11ed-8209-3b323dd19a24	dg.4DFC/9c826286-c9b2-11ed-8209-3b323dd19a24	Not specified in data
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c82a14c-c9b2-11ed-8acc-779c4053e07d	dg.4DFC/9c82a14c-c9b2-11ed-8acc-779c4053e07d	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c82eb34-c9b2-11ed-a212-4fdbe3d3dc1a	dg.4DFC/9c82eb34-c9b2-11ed-a212-4fdbe3d3dc1a	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c832cca-c9b2-11ed-b7e4-2ba9d290429d	dg.4DFC/9c832cca-c9b2-11ed-b7e4-2ba9d290429d	Not specified in data
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c836fb4-c9b2-11ed-bdec-b7c5ffa388f8	dg.4DFC/9c836fb4-c9b2-11ed-bdec-b7c5ffa388f8	Not specified in data
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c83ae70-c9b2-11ed-b59c-efbcec304a59	dg.4DFC/9c83ae70-c9b2-11ed-b59c-efbcec304a59	Not specified in data
GRCh37-lite	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c83f042-c9b2-11ed-aa12-53406c43759c	dg.4DFC/9c83f042-c9b2-11ed-aa12-53406c43759c	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c842ed6-c9b2-11ed-aa50-fbf769a3e602	dg.4DFC/9c842ed6-c9b2-11ed-aa50-fbf769a3e602	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c846dd8-c9b2-11ed-aa47-4bf787eb2674	dg.4DFC/9c846dd8-c9b2-11ed-aa47-4bf787eb2674	Not specified in data
GRCh37-lite	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c84aeb0-c9b2-11ed-b79a-8f294ee7bb0f	dg.4DFC/9c84aeb0-c9b2-11ed-b79a-8f294ee7bb0f	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c84ed26-c9b2-11ed-9cfe-4f2bdeebd9c9	dg.4DFC/9c84ed26-c9b2-11ed-9cfe-4f2bdeebd9c9	Not specified in data
GRCh38	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c852f48-c9b2-11ed-a098-af09a51183cc	dg.4DFC/9c852f48-c9b2-11ed-a098-af09a51183cc	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c856e4a-c9b2-11ed-8265-1b02caa6cd81	dg.4DFC/9c856e4a-c9b2-11ed-8265-1b02caa6cd81	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c85ad10-c9b2-11ed-89e0-bffd7b30cec0	dg.4DFC/9c85ad10-c9b2-11ed-89e0-bffd7b30cec0	Not specified in data
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c85ee92-c9b2-11ed-9a95-0ffdb8644ab0	dg.4DFC/9c85ee92-c9b2-11ed-9a95-0ffdb8644ab0	Not specified in data
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c862dbc-c9b2-11ed-9cd5-03ae0ffa3ccb	dg.4DFC/9c862dbc-c9b2-11ed-9cd5-03ae0ffa3ccb	Not specified in data
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c866e80-c9b2-11ed-ac61-974272a94e6e	dg.4DFC/9c866e80-c9b2-11ed-ac61-974272a94e6e	Not specified in data
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c86ad3c-c9b2-11ed-9cc6-07ea6ca7f657	dg.4DFC/9c86ad3c-c9b2-11ed-9cc6-07ea6ca7f657	Not specified in data
GRCh37	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c86ed24-c9b2-11ed-8c5d-cb4ceaabee58	dg.4DFC/9c86ed24-c9b2-11ed-8c5d-cb4ceaabee58	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c872d34-c9b2-11ed-b690-772b8e22a2c0	dg.4DFC/9c872d34-c9b2-11ed-b690-772b8e22a2c0	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c876d62-c9b2-11ed-9165-4b83aa4df010	dg.4DFC/9c876d62-c9b2-11ed-9165-4b83aa4df010	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c87b4fc-c9b2-11ed-8e94-97fa2f6aacf9	dg.4DFC/9c87b4fc-c9b2-11ed-8e94-97fa2f6aacf9	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c88b6b8-c9b2-11ed-8447-5b549c2a0b47	dg.4DFC/9c88b6b8-c9b2-11ed-8447-5b549c2a0b47	Not specified in data
GRCh37	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c88fa38-c9b2-11ed-a233-d3811353c1f6	dg.4DFC/9c88fa38-c9b2-11ed-a233-d3811353c1f6	Not specified in data
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c8938fe-c9b2-11ed-b5e3-077b11755a31	dg.4DFC/9c8938fe-c9b2-11ed-b5e3-077b11755a31	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c897b3e-c9b2-11ed-9d41-afa2d62e1670	dg.4DFC/9c897b3e-c9b2-11ed-9d41-afa2d62e1670	Not specified in data
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c89ba7c-c9b2-11ed-af8a-d723378f9797	dg.4DFC/9c89ba7c-c9b2-11ed-af8a-d723378f9797	Not specified in data
GRCh38	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c89fa0a-c9b2-11ed-9df5-9705ab316045	dg.4DFC/9c89fa0a-c9b2-11ed-9df5-9705ab316045	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c8a3b1e-c9b2-11ed-962d-6f504b64a273	dg.4DFC/9c8a3b1e-c9b2-11ed-962d-6f504b64a273	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c8a7a84-c9b2-11ed-9911-33654a9c7257	dg.4DFC/9c8a7a84-c9b2-11ed-9911-33654a9c7257	Not specified in data
GRCh37	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c8ab9fe-c9b2-11ed-958c-d78ed62045fd	dg.4DFC/9c8ab9fe-c9b2-11ed-958c-d78ed62045fd	Not specified in data
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c8af8d8-c9b2-11ed-8b8e-0fa976ad3cbc	dg.4DFC/9c8af8d8-c9b2-11ed-8b8e-0fa976ad3cbc	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c8b37bc-c9b2-11ed-b9c4-13d83c80fefd	dg.4DFC/9c8b37bc-c9b2-11ed-b9c4-13d83c80fefd	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c8b77cc-c9b2-11ed-af44-bbba0a55f37d	dg.4DFC/9c8b77cc-c9b2-11ed-af44-bbba0a55f37d	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c8bb638-c9b2-11ed-ad03-fbd5d73f83a5	dg.4DFC/9c8bb638-c9b2-11ed-ad03-fbd5d73f83a5	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c8bf7ce-c9b2-11ed-9892-3f03aa8f4929	dg.4DFC/9c8bf7ce-c9b2-11ed-9892-3f03aa8f4929	Not specified in data
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c8c36ee-c9b2-11ed-b16b-43701958780f	dg.4DFC/9c8c36ee-c9b2-11ed-b16b-43701958780f	Not specified in data
GRCh37	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c8c75a0-c9b2-11ed-9355-cb5ace59246c	dg.4DFC/9c8c75a0-c9b2-11ed-9355-cb5ace59246c	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c8cb786-c9b2-11ed-b217-ebb895c09c32	dg.4DFC/9c8cb786-c9b2-11ed-b217-ebb895c09c32	Not specified in data
GRCh38	RNA-Seq	Not specified in data	Transcriptomic	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9c8cf5b6-c9b2-11ed-9f7e-63f328687af8	dg.4DFC/9c8cf5b6-c9b2-11ed-9f7e-63f328687af8	Not specified in data
