library_id	bases	number_of_reads	avg_read_length	coverage	reference_genome_assembly	design_description	library_strategy	library_layout	library_source	library_selection	platform	instrument_model	type	genomic_info_id	file.file_id
TB-000003-R2WBLL-01_WES	1114956400	139369550	8.0	0.35945601	GRCh37	WXS of B-lymphoblastic leukemia/lymphoma with t(v;11q23.3); KMT2A-rearranged Tumor Sample TB-000003-R2WBLL-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/944f9628-d491-4569-9353-61e69929c6e4_TB-000003-R2WBLL-01_WES	dg.4DFC/944f9628-d491-4569-9353-61e69929c6e4
TB-000003-R2WBLL-01_WES	21044802050	139369550	151.0	6.784732192	GRCh37	WXS of B-lymphoblastic leukemia/lymphoma with t(v;11q23.3); KMT2A-rearranged Tumor Sample TB-000003-R2WBLL-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/2e970184-7896-4ca3-8c10-2690e3811fb1_TB-000003-R2WBLL-01_WES	dg.4DFC/2e970184-7896-4ca3-8c10-2690e3811fb1
TB-000003-R2WBLL-01_WES	21044802050	139369550	151.0	6.784732192	GRCh37	WXS of B-lymphoblastic leukemia/lymphoma with t(v;11q23.3); KMT2A-rearranged Tumor Sample TB-000003-R2WBLL-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/b3cd6f95-dfc5-451c-8efd-ba97fe07a608_TB-000003-R2WBLL-01_WES	dg.4DFC/b3cd6f95-dfc5-451c-8efd-ba97fe07a608
TB-000003-R2WBLL-01_WGS	8026011343	53152393	151.0	2.587543347	GRCh37	WGS of B-lymphoblastic leukemia/lymphoma with t(v;11q23.3); KMT2A-rearranged Tumor Sample TB-000003-R2WBLL-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/2074e9a7-1b0e-42d1-a46f-4eb4926650eb_TB-000003-R2WBLL-01_WGS	dg.4DFC/2074e9a7-1b0e-42d1-a46f-4eb4926650eb
TB-000003-R2WBLL-01_WGS	8026011343	53152393	151.0	2.587543347	GRCh37	WGS of B-lymphoblastic leukemia/lymphoma with t(v;11q23.3); KMT2A-rearranged Tumor Sample TB-000003-R2WBLL-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/4178e283-b9c5-4f60-9483-6d0fba4bf32b_TB-000003-R2WBLL-01_WGS	dg.4DFC/4178e283-b9c5-4f60-9483-6d0fba4bf32b
TB-000003-R2WBLL-01_WGS	44291951482	293324182	151.0	14.27948946	GRCh37	WGS of B-lymphoblastic leukemia/lymphoma with t(v;11q23.3); KMT2A-rearranged Tumor Sample TB-000003-R2WBLL-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/233edff6-61ff-4e24-bccb-ba5fe383f8bd_TB-000003-R2WBLL-01_WGS	dg.4DFC/233edff6-61ff-4e24-bccb-ba5fe383f8bd
TB-000003-R2WBLL-01_WGS	44291951482	293324182	151.0	14.27948946	GRCh37	WGS of B-lymphoblastic leukemia/lymphoma with t(v;11q23.3); KMT2A-rearranged Tumor Sample TB-000003-R2WBLL-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/3852e9e9-a38e-4a2f-8b1d-e9f95bdb501a_TB-000003-R2WBLL-01_WGS	dg.4DFC/3852e9e9-a38e-4a2f-8b1d-e9f95bdb501a
TB-000003-R2WBLL-01_WES	36954587350	276817359	133.4980851	11.91396231	GRCh37	WXS of B-lymphoblastic leukemia/lymphoma with t(v;11q23.3); KMT2A-rearranged Tumor Sample TB-000003-R2WBLL-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/7185bb9c-ec84-4fc1-9f6e-6c7d0d3cf84c_TB-000003-R2WBLL-01_WES	dg.4DFC/7185bb9c-ec84-4fc1-9f6e-6c7d0d3cf84c
TB-000003-R2WBLL-01_WGS	98461339414	656693655	149.9349638	31.74341187	GRCh37	WGS of B-lymphoblastic leukemia/lymphoma with t(v;11q23.3); KMT2A-rearranged Tumor Sample TB-000003-R2WBLL-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/fa016601-2c93-4a5c-b347-888d91722fe6_TB-000003-R2WBLL-01_WGS	dg.4DFC/fa016601-2c93-4a5c-b347-888d91722fe6
TB-000003-R2WBLL-01_WES	36954587350	276817359	133.4980851	11.91396231	GRCh37	WXS of B-lymphoblastic leukemia/lymphoma with t(v;11q23.3); KMT2A-rearranged Tumor Sample TB-000003-R2WBLL-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/9b8caed4-f000-4dd7-8267-3cb486787dad_TB-000003-R2WBLL-01_WES	dg.4DFC/9b8caed4-f000-4dd7-8267-3cb486787dad
TB-000003-R2WBLL-01_WGS	98461339414	656693655	149.9349638	31.74341187	GRCh37	WGS of B-lymphoblastic leukemia/lymphoma with t(v;11q23.3); KMT2A-rearranged Tumor Sample TB-000003-R2WBLL-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/4f94edbd-6376-4372-9811-0defb41b8819_TB-000003-R2WBLL-01_WGS	dg.4DFC/4f94edbd-6376-4372-9811-0defb41b8819
TB-000003-R2WBLL-01_WES					GRCh37	WXS of B-lymphoblastic leukemia/lymphoma with t(v;11q23.3); KMT2A-rearranged Tumor Sample TB-000003-R2WBLL-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/1f4bad9c-f7ee-4b2c-a8b0-f887b775e870_TB-000003-R2WBLL-01_WES	dg.4DFC/1f4bad9c-f7ee-4b2c-a8b0-f887b775e870
TB-000003-R2WBLL-01_WGS					GRCh37	WGS of B-lymphoblastic leukemia/lymphoma with t(v;11q23.3); KMT2A-rearranged Tumor Sample TB-000003-R2WBLL-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/757148d2-f2ab-4dcc-afe5-21da5f363ac8_TB-000003-R2WBLL-01_WGS	dg.4DFC/757148d2-f2ab-4dcc-afe5-21da5f363ac8
TB-000003-R2WBLL-01_WES					GRCh37	WXS of B-lymphoblastic leukemia/lymphoma with t(v;11q23.3); KMT2A-rearranged Tumor Sample TB-000003-R2WBLL-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/8d8344ee-3088-406d-9b2d-d813d1f1cf4a_TB-000003-R2WBLL-01_WES	dg.4DFC/8d8344ee-3088-406d-9b2d-d813d1f1cf4a
TB-000003-R2WBLL-01_WGS					GRCh37	WGS of B-lymphoblastic leukemia/lymphoma with t(v;11q23.3); KMT2A-rearranged Tumor Sample TB-000003-R2WBLL-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/3b5afa8a-6d53-4e12-838e-92f366ad9877_TB-000003-R2WBLL-01_WGS	dg.4DFC/3b5afa8a-6d53-4e12-838e-92f366ad9877
TB-000003-R2WBLL-01_WES					GRCh37	WXS of B-lymphoblastic leukemia/lymphoma with t(v;11q23.3); KMT2A-rearranged Tumor Sample TB-000003-R2WBLL-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/e5a35060-92a0-4eff-b661-b54297e3d24b_TB-000003-R2WBLL-01_WES	dg.4DFC/e5a35060-92a0-4eff-b661-b54297e3d24b
TB-000003-R2WBLL-01_WGS					GRCh37	WGS of B-lymphoblastic leukemia/lymphoma with t(v;11q23.3); KMT2A-rearranged Tumor Sample TB-000003-R2WBLL-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/aaac265c-f35d-4439-a222-899785c953f5_TB-000003-R2WBLL-01_WGS	dg.4DFC/aaac265c-f35d-4439-a222-899785c953f5
TB-000003-R2WBLL-01_WES					GRCh37	WXS of B-lymphoblastic leukemia/lymphoma with t(v;11q23.3); KMT2A-rearranged Tumor Sample TB-000003-R2WBLL-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/0a9e6ac5-65c8-4144-bf72-45b196016735_TB-000003-R2WBLL-01_WES	dg.4DFC/0a9e6ac5-65c8-4144-bf72-45b196016735
TB-000003-R2WBLL-01_WGS					GRCh37	WGS of B-lymphoblastic leukemia/lymphoma with t(v;11q23.3); KMT2A-rearranged Tumor Sample TB-000003-R2WBLL-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/b43c5ed6-f637-48f2-9bb4-ca459e49affd_TB-000003-R2WBLL-01_WGS	dg.4DFC/b43c5ed6-f637-48f2-9bb4-ca459e49affd
TB-000004-R1WPLL-01_RNAseq	12055726599	79839249	151.0	3.886702102	GRCh37	RNA-Seq of B-lymphoblastic leukemia, BCR-ABL1-like Tumor Sample TB-000004-R1WPLL-01	RNA-Seq	Paired-End	Transcriptomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/07177400-a08c-4eb8-b56e-5fa75a60fd6c_TB-000004-R1WPLL-01_RNAseq	dg.4DFC/07177400-a08c-4eb8-b56e-5fa75a60fd6c
TB-000004-R1WPLL-01_RNAseq	12055726599	79839249	151.0	3.886702102	GRCh37	RNA-Seq of B-lymphoblastic leukemia, BCR-ABL1-like Tumor Sample TB-000004-R1WPLL-01	RNA-Seq	Paired-End	Transcriptomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/43b2281e-0829-4937-963a-380d25556888_TB-000004-R1WPLL-01_RNAseq	dg.4DFC/43b2281e-0829-4937-963a-380d25556888
TB-000004-R1WPLL-01_WES	1074846840	134355855	8.0	0.346524901	GRCh37	WXS of B-lymphoblastic leukemia, BCR-ABL1-like Tumor Sample TB-000004-R1WPLL-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/5458faf6-3871-4f02-826c-ca3c42f369bd_TB-000004-R1WPLL-01_WES	dg.4DFC/5458faf6-3871-4f02-826c-ca3c42f369bd
TB-000004-R1WPLL-01_WES	20287734105	134355855	151.0	6.540657515	GRCh37	WXS of B-lymphoblastic leukemia, BCR-ABL1-like Tumor Sample TB-000004-R1WPLL-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/f1ebb323-d0a9-4b99-b6f1-8c639b6db530_TB-000004-R1WPLL-01_WES	dg.4DFC/f1ebb323-d0a9-4b99-b6f1-8c639b6db530
TB-000004-R1WPLL-01_WES	20287734105	134355855	151.0	6.540657515	GRCh37	WXS of B-lymphoblastic leukemia, BCR-ABL1-like Tumor Sample TB-000004-R1WPLL-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/7cdda645-ea3f-4c00-94b9-3c328165838a_TB-000004-R1WPLL-01_WES	dg.4DFC/7cdda645-ea3f-4c00-94b9-3c328165838a
TB-000004-R1WPLL-01_WGS	61855836904	409641304	151.0	19.94199266	GRCh37	WGS of B-lymphoblastic leukemia, BCR-ABL1-like Tumor Sample TB-000004-R1WPLL-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/4a4d20a4-3c4c-4543-9777-b2d1e26eb7d5_TB-000004-R1WPLL-01_WGS	dg.4DFC/4a4d20a4-3c4c-4543-9777-b2d1e26eb7d5
TB-000004-R1WPLL-01_WGS	61855836904	409641304	151.0	19.94199266	GRCh37	WGS of B-lymphoblastic leukemia, BCR-ABL1-like Tumor Sample TB-000004-R1WPLL-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/469ce64e-b34b-4e2f-a7e8-5b9beb743720_TB-000004-R1WPLL-01_WGS	dg.4DFC/469ce64e-b34b-4e2f-a7e8-5b9beb743720
TB-000004-R1WPLL-01_scATAC	12516408	1564551	8.0	0.00404	GRCh37	ATAC-seq of B-lymphoblastic leukemia, BCR-ABL1-like Tumor Sample TB-000004-R1WPLL-01	ATAC-seq	Paired-End	Single Nucleus	other	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/04e6d944-55d6-4f72-ba30-8788c84eabc4_TB-000004-R1WPLL-01_scATAC	dg.4DFC/04e6d944-55d6-4f72-ba30-8788c84eabc4
TB-000004-R1WPLL-01_scATAC	25032816	1564551	16.0	0.00807	GRCh37	ATAC-seq of B-lymphoblastic leukemia, BCR-ABL1-like Tumor Sample TB-000004-R1WPLL-01	ATAC-seq	Paired-End	Single Nucleus	other	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/5b89d46f-7dbf-4c6e-b717-9e3b59701957_TB-000004-R1WPLL-01_scATAC	dg.4DFC/5b89d46f-7dbf-4c6e-b717-9e3b59701957
TB-000004-R1WPLL-01_scATAC	78227550	1564551	50.0	0.0252	GRCh37	ATAC-seq of B-lymphoblastic leukemia, BCR-ABL1-like Tumor Sample TB-000004-R1WPLL-01	ATAC-seq	Paired-End	Single Nucleus	other	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/381836c5-6822-4609-8515-7ea779e55835_TB-000004-R1WPLL-01_scATAC	dg.4DFC/381836c5-6822-4609-8515-7ea779e55835
TB-000004-R1WPLL-01_scATAC	78227550	1564551	50.0	0.0252	GRCh37	ATAC-seq of B-lymphoblastic leukemia, BCR-ABL1-like Tumor Sample TB-000004-R1WPLL-01	ATAC-seq	Paired-End	Single Nucleus	other	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/9598b830-4869-4567-8764-dcef3a33c573_TB-000004-R1WPLL-01_scATAC	dg.4DFC/9598b830-4869-4567-8764-dcef3a33c573
TB-000004-R1WPLL-01_scATAC	12461040	1557630	8.0	0.00402	GRCh37	ATAC-seq of B-lymphoblastic leukemia, BCR-ABL1-like Tumor Sample TB-000004-R1WPLL-01	ATAC-seq	Paired-End	Single Nucleus	other	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/1e96051d-3f81-4696-9e9d-7ae7ee6298f8_TB-000004-R1WPLL-01_scATAC	dg.4DFC/1e96051d-3f81-4696-9e9d-7ae7ee6298f8
TB-000004-R1WPLL-01_scATAC	24922080	1557630	16.0	0.00803	GRCh37	ATAC-seq of B-lymphoblastic leukemia, BCR-ABL1-like Tumor Sample TB-000004-R1WPLL-01	ATAC-seq	Paired-End	Single Nucleus	other	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/79c96421-82e9-4649-b0af-d1d5162ca7fe_TB-000004-R1WPLL-01_scATAC	dg.4DFC/79c96421-82e9-4649-b0af-d1d5162ca7fe
TB-000004-R1WPLL-01_scATAC	77881500	1557630	50.0	0.0251	GRCh37	ATAC-seq of B-lymphoblastic leukemia, BCR-ABL1-like Tumor Sample TB-000004-R1WPLL-01	ATAC-seq	Paired-End	Single Nucleus	other	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/8b124076-3c4e-4afe-bc38-3beaa1ed0435_TB-000004-R1WPLL-01_scATAC	dg.4DFC/8b124076-3c4e-4afe-bc38-3beaa1ed0435
TB-000004-R1WPLL-01_scATAC	77881500	1557630	50.0	0.0251	GRCh37	ATAC-seq of B-lymphoblastic leukemia, BCR-ABL1-like Tumor Sample TB-000004-R1WPLL-01	ATAC-seq	Paired-End	Single Nucleus	other	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/e08330be-ed02-4cc4-8719-d66b6e308fd1_TB-000004-R1WPLL-01_scATAC	dg.4DFC/e08330be-ed02-4cc4-8719-d66b6e308fd1
TB-000004-R1WPLL-01_scRNA_rep1	17058120	2132265	8.0	0.0055	GRCh37	RNA-Seq of B-lymphoblastic leukemia, BCR-ABL1-like Tumor Sample TB-000004-R1WPLL-01	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Library	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/3ddcd282-f5b9-4c7a-b50b-44db3c13887e_TB-000004-R1WPLL-01_scRNA_rep1	dg.4DFC/3ddcd282-f5b9-4c7a-b50b-44db3c13887e
TB-000004-R1WPLL-01_scRNA_rep1	55438890	2132265	26.0	0.0179	GRCh37	RNA-Seq of B-lymphoblastic leukemia, BCR-ABL1-like Tumor Sample TB-000004-R1WPLL-01	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Library	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/07c76d01-5ad1-4edf-91e2-a2fefed947a9_TB-000004-R1WPLL-01_scRNA_rep1	dg.4DFC/07c76d01-5ad1-4edf-91e2-a2fefed947a9
TB-000004-R1WPLL-01_scRNA_rep1	204697440	2132265	96.0	0.066	GRCh37	RNA-Seq of B-lymphoblastic leukemia, BCR-ABL1-like Tumor Sample TB-000004-R1WPLL-01	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Library	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/191f4956-e9ff-4ae2-93f8-f21cc072b5a5_TB-000004-R1WPLL-01_scRNA_rep1	dg.4DFC/191f4956-e9ff-4ae2-93f8-f21cc072b5a5
TB-000004-R1WPLL-01_scRNA_rep1	17206696	2150837	8.0	0.00555	GRCh37	RNA-Seq of B-lymphoblastic leukemia, BCR-ABL1-like Tumor Sample TB-000004-R1WPLL-01	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Library	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/342cd52a-962a-4982-8497-6110f29db354_TB-000004-R1WPLL-01_scRNA_rep1	dg.4DFC/342cd52a-962a-4982-8497-6110f29db354
TB-000004-R1WPLL-01_scRNA_rep1	55921762	2150837	26.0	0.018	GRCh37	RNA-Seq of B-lymphoblastic leukemia, BCR-ABL1-like Tumor Sample TB-000004-R1WPLL-01	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Library	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/ad2c2dfd-ff0c-4b91-90e6-3748952ceefd_TB-000004-R1WPLL-01_scRNA_rep1	dg.4DFC/ad2c2dfd-ff0c-4b91-90e6-3748952ceefd
TB-000004-R1WPLL-01_scRNA_rep1	206480352	2150837	96.0	0.0666	GRCh37	RNA-Seq of B-lymphoblastic leukemia, BCR-ABL1-like Tumor Sample TB-000004-R1WPLL-01	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Library	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/afec07bd-dab7-4327-b8b2-6c071711d672_TB-000004-R1WPLL-01_scRNA_rep1	dg.4DFC/afec07bd-dab7-4327-b8b2-6c071711d672
TB-000004-R1WPLL-01_scRNA_rep2	73914544	9239318	8.0	0.0238	GRCh37	RNA-Seq of B-lymphoblastic leukemia, BCR-ABL1-like Tumor Sample TB-000004-R1WPLL-01	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Library	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/67aa0593-3637-4b7f-953e-a7288dff4bf8_TB-000004-R1WPLL-01_scRNA_rep2	dg.4DFC/67aa0593-3637-4b7f-953e-a7288dff4bf8
TB-000004-R1WPLL-01_scRNA_rep2	240222268	9239318	26.0	0.0774	GRCh37	RNA-Seq of B-lymphoblastic leukemia, BCR-ABL1-like Tumor Sample TB-000004-R1WPLL-01	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Library	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/14536298-384c-4a7c-a5c9-3f44f7b59921_TB-000004-R1WPLL-01_scRNA_rep2	dg.4DFC/14536298-384c-4a7c-a5c9-3f44f7b59921
TB-000004-R1WPLL-01_scRNA_rep2	1395137018	9239318	151.0	0.44978475	GRCh37	RNA-Seq of B-lymphoblastic leukemia, BCR-ABL1-like Tumor Sample TB-000004-R1WPLL-01	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Library	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/50c6f3b9-cc42-4e48-ad17-9199cadbd015_TB-000004-R1WPLL-01_scRNA_rep2	dg.4DFC/50c6f3b9-cc42-4e48-ad17-9199cadbd015
TB-000004-R1WPLL-01_RNAseq	20501011329	154208194	132.9437224	6.609416957	GRCh37	RNA-Seq of B-lymphoblastic leukemia, BCR-ABL1-like Tumor Sample TB-000004-R1WPLL-01	RNA-Seq	Paired-End	Transcriptomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/688a863a-d859-4125-bc44-89a5c442ec81_TB-000004-R1WPLL-01_RNAseq	dg.4DFC/688a863a-d859-4125-bc44-89a5c442ec81
TB-000004-R1WPLL-01_WES	35672899890	267062083	133.5753076	11.50075309	GRCh37	WXS of B-lymphoblastic leukemia, BCR-ABL1-like Tumor Sample TB-000004-R1WPLL-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/834959f0-48b3-432c-962e-2043c1544903_TB-000004-R1WPLL-01_WES	dg.4DFC/834959f0-48b3-432c-962e-2043c1544903
TB-000004-R1WPLL-01_WGS	116000000000	774591806	150.2071439	37.51037032	GRCh37	WGS of B-lymphoblastic leukemia, BCR-ABL1-like Tumor Sample TB-000004-R1WPLL-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/8f6a7042-b0f8-407a-b394-515c8377836b_TB-000004-R1WPLL-01_WGS	dg.4DFC/8f6a7042-b0f8-407a-b394-515c8377836b
TB-000004-R1WPLL-01_scATAC	308444137	6223493	49.56125716	0.0994	GRCh37	ATAC-seq of B-lymphoblastic leukemia, BCR-ABL1-like Tumor Sample TB-000004-R1WPLL-01	ATAC-seq	Paired-End	Single Nucleus	other	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/e9b7ba80-6464-4f4f-ac78-f136610ad87e_TB-000004-R1WPLL-01_scATAC	dg.4DFC/e9b7ba80-6464-4f4f-ac78-f136610ad87e
TB-000004-R1WPLL-01_scRNA_rep1	382304575	4021737	95.0595663	0.123252961	GRCh37	RNA-Seq of B-lymphoblastic leukemia, BCR-ABL1-like Tumor Sample TB-000004-R1WPLL-01	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Library	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/e4d1276f-4a5c-478a-b952-6113cb25eafe_TB-000004-R1WPLL-01_scRNA_rep1	dg.4DFC/e4d1276f-4a5c-478a-b952-6113cb25eafe
TB-000004-R1WPLL-01_scRNA_rep2	1300605997	8743799	148.7460996	0.419308452	GRCh37	RNA-Seq of B-lymphoblastic leukemia, BCR-ABL1-like Tumor Sample TB-000004-R1WPLL-01	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Library	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/5a8a9758-1d99-4c7e-8be4-a0fcd7041aa5_TB-000004-R1WPLL-01_scRNA_rep2	dg.4DFC/5a8a9758-1d99-4c7e-8be4-a0fcd7041aa5
TB-000004-R1WPLL-01_RNAseq	20501011329	154208194	132.9437224	6.609416957	GRCh37	RNA-Seq of B-lymphoblastic leukemia, BCR-ABL1-like Tumor Sample TB-000004-R1WPLL-01	RNA-Seq	Paired-End	Transcriptomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/e64b3d65-e554-4347-962b-63e9422d9d4a_TB-000004-R1WPLL-01_RNAseq	dg.4DFC/e64b3d65-e554-4347-962b-63e9422d9d4a
TB-000004-R1WPLL-01_WES	35672899890	267062083	133.5753076	11.50075309	GRCh37	WXS of B-lymphoblastic leukemia, BCR-ABL1-like Tumor Sample TB-000004-R1WPLL-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/f6ee182e-adfd-4ef5-9171-1d267a26dbcd_TB-000004-R1WPLL-01_WES	dg.4DFC/f6ee182e-adfd-4ef5-9171-1d267a26dbcd
TB-000004-R1WPLL-01_WGS	116000000000	774591806	150.2071439	37.51037032	GRCh37	WGS of B-lymphoblastic leukemia, BCR-ABL1-like Tumor Sample TB-000004-R1WPLL-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/946302f3-d5b2-46bf-8dce-07b5d0ba8221_TB-000004-R1WPLL-01_WGS	dg.4DFC/946302f3-d5b2-46bf-8dce-07b5d0ba8221
TB-000004-R1WPLL-01_scATAC	308444137	6223493	49.56125716	0.0994	GRCh37	ATAC-seq of B-lymphoblastic leukemia, BCR-ABL1-like Tumor Sample TB-000004-R1WPLL-01	ATAC-seq	Paired-End	Single Nucleus	other	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/a041960a-0205-4a82-960a-b3e9c70feaa5_TB-000004-R1WPLL-01_scATAC	dg.4DFC/a041960a-0205-4a82-960a-b3e9c70feaa5
TB-000004-R1WPLL-01_scRNA_rep1	382304575	4021737	95.0595663	0.123252961	GRCh37	RNA-Seq of B-lymphoblastic leukemia, BCR-ABL1-like Tumor Sample TB-000004-R1WPLL-01	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Library	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/3608c7fc-dd2b-48fd-8723-dfe3b93fee6e_TB-000004-R1WPLL-01_scRNA_rep1	dg.4DFC/3608c7fc-dd2b-48fd-8723-dfe3b93fee6e
TB-000004-R1WPLL-01_scRNA_rep2	1300605997	8743799	148.7460996	0.419308452	GRCh37	RNA-Seq of B-lymphoblastic leukemia, BCR-ABL1-like Tumor Sample TB-000004-R1WPLL-01	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Library	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/9d20ec2c-5184-46b6-b621-3bbbe39a22a6_TB-000004-R1WPLL-01_scRNA_rep2	dg.4DFC/9d20ec2c-5184-46b6-b621-3bbbe39a22a6
TB-000004-R1WPLL-01_WES					GRCh37	WXS of B-lymphoblastic leukemia, BCR-ABL1-like Tumor Sample TB-000004-R1WPLL-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/f3def578-3f28-45ea-a724-d3d2b4ddff47_TB-000004-R1WPLL-01_WES	dg.4DFC/f3def578-3f28-45ea-a724-d3d2b4ddff47
TB-000004-R1WPLL-01_WGS					GRCh37	WGS of B-lymphoblastic leukemia, BCR-ABL1-like Tumor Sample TB-000004-R1WPLL-01	WGS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/ed4301b2-2e0a-42b2-8bd8-8fcc6feb3f5a_TB-000004-R1WPLL-01_WGS	dg.4DFC/ed4301b2-2e0a-42b2-8bd8-8fcc6feb3f5a
TB-000004-R1WPLL-01_WES					GRCh37	WXS of B-lymphoblastic leukemia, BCR-ABL1-like Tumor Sample TB-000004-R1WPLL-01	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq	genomic_info	dg.4DFC/f78c3cb5-1739-4dcc-9038-6881d7dbc797_TB-000004-R1WPLL-01_WES	dg.4DFC/f78c3cb5-1739-4dcc-9038-6881d7dbc797
