reference_genome_assembly	library_strategy	library_layout	library_source	library_selection	platform	instrument_model	type	genomic_info_id	file.file_id
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f75b652-03d2-11ef-80cb-57862f917596	dg.4DFC/6f75b652-03d2-11ef-80cb-57862f917596
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f75dca4-03d2-11ef-af64-6bbb8576fd69	dg.4DFC/6f75dca4-03d2-11ef-af64-6bbb8576fd69
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f76015c-03d2-11ef-8919-b72ff8a5fe38	dg.4DFC/6f76015c-03d2-11ef-8919-b72ff8a5fe38
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f76268c-03d2-11ef-bd12-2fc8564e78d0	dg.4DFC/6f76268c-03d2-11ef-bd12-2fc8564e78d0
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f764d56-03d2-11ef-81fc-dbb0de2199d8	dg.4DFC/6f764d56-03d2-11ef-81fc-dbb0de2199d8
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f76736c-03d2-11ef-9653-2b418d07d6e1	dg.4DFC/6f76736c-03d2-11ef-9653-2b418d07d6e1
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f7697fc-03d2-11ef-8ee0-1f97e712c9a1	dg.4DFC/6f7697fc-03d2-11ef-8ee0-1f97e712c9a1
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f76bcbe-03d2-11ef-b303-23b31e54491c	dg.4DFC/6f76bcbe-03d2-11ef-b303-23b31e54491c
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f76e392-03d2-11ef-8219-a3432fd084e6	dg.4DFC/6f76e392-03d2-11ef-8219-a3432fd084e6
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f7707dc-03d2-11ef-bf2c-47bca82c4618	dg.4DFC/6f7707dc-03d2-11ef-bf2c-47bca82c4618
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f772ca8-03d2-11ef-b6f0-9f062c08825d	dg.4DFC/6f772ca8-03d2-11ef-b6f0-9f062c08825d
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f7751ba-03d2-11ef-ab3b-677e658ecc2e	dg.4DFC/6f7751ba-03d2-11ef-ab3b-677e658ecc2e
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f7777ee-03d2-11ef-ab2c-77d45cfc0bdc	dg.4DFC/6f7777ee-03d2-11ef-ab2c-77d45cfc0bdc
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f779ca6-03d2-11ef-a952-43d4f0024db7	dg.4DFC/6f779ca6-03d2-11ef-a952-43d4f0024db7
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f77c208-03d2-11ef-962f-9328801dcbef	dg.4DFC/6f77c208-03d2-11ef-962f-9328801dcbef
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f77e6f2-03d2-11ef-959c-1f1b01fb7b0a	dg.4DFC/6f77e6f2-03d2-11ef-959c-1f1b01fb7b0a
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f780cea-03d2-11ef-a8d4-536623b3cbae	dg.4DFC/6f780cea-03d2-11ef-a8d4-536623b3cbae
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f7831a2-03d2-11ef-9df8-cb6f4f037450	dg.4DFC/6f7831a2-03d2-11ef-9df8-cb6f4f037450
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f785a42-03d2-11ef-82c7-5310eb3489b9	dg.4DFC/6f785a42-03d2-11ef-82c7-5310eb3489b9
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f787fc2-03d2-11ef-8796-9baa68beef58	dg.4DFC/6f787fc2-03d2-11ef-8796-9baa68beef58
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f78a484-03d2-11ef-8a10-67e43f7f68a8	dg.4DFC/6f78a484-03d2-11ef-8a10-67e43f7f68a8
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f78cb94-03d2-11ef-a5c0-ffdde0228a57	dg.4DFC/6f78cb94-03d2-11ef-a5c0-ffdde0228a57
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f78f0ba-03d2-11ef-a5fe-5b1efcb5bb54	dg.4DFC/6f78f0ba-03d2-11ef-a5fe-5b1efcb5bb54
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f791586-03d2-11ef-8ee2-aba4134d45c6	dg.4DFC/6f791586-03d2-11ef-8ee2-aba4134d45c6
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f793ac0-03d2-11ef-83ad-5b747172cf5c	dg.4DFC/6f793ac0-03d2-11ef-83ad-5b747172cf5c
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f796306-03d2-11ef-b689-cb537da4f15b	dg.4DFC/6f796306-03d2-11ef-b689-cb537da4f15b
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f7987be-03d2-11ef-94a8-2b6bef3aded4	dg.4DFC/6f7987be-03d2-11ef-94a8-2b6bef3aded4
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f79ad5c-03d2-11ef-9b75-274211d2b99d	dg.4DFC/6f79ad5c-03d2-11ef-9b75-274211d2b99d
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f79d2e6-03d2-11ef-b3f0-8f08d2f92f55	dg.4DFC/6f79d2e6-03d2-11ef-b3f0-8f08d2f92f55
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f79f960-03d2-11ef-b65a-2b6f4c057068	dg.4DFC/6f79f960-03d2-11ef-b65a-2b6f4c057068
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f7a1e40-03d2-11ef-a460-e3852be81dae	dg.4DFC/6f7a1e40-03d2-11ef-a460-e3852be81dae
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f7a42c6-03d2-11ef-abd4-bb0a784d472f	dg.4DFC/6f7a42c6-03d2-11ef-abd4-bb0a784d472f
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f7a67b0-03d2-11ef-97a0-9b3e92acf109	dg.4DFC/6f7a67b0-03d2-11ef-97a0-9b3e92acf109
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f7a8e5c-03d2-11ef-80f4-fb46d2e24fb5	dg.4DFC/6f7a8e5c-03d2-11ef-80f4-fb46d2e24fb5
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f7ab346-03d2-11ef-a2ff-c74163f32a00	dg.4DFC/6f7ab346-03d2-11ef-a2ff-c74163f32a00
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f7ad830-03d2-11ef-b6b6-1fae1ed30f80	dg.4DFC/6f7ad830-03d2-11ef-b6b6-1fae1ed30f80
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f7afd74-03d2-11ef-ab10-375a77cd4d3f	dg.4DFC/6f7afd74-03d2-11ef-ab10-375a77cd4d3f
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f7b24c0-03d2-11ef-8ece-e35a969f1014	dg.4DFC/6f7b24c0-03d2-11ef-8ece-e35a969f1014
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f7b4e8c-03d2-11ef-9d0f-3f6b8fcafe57	dg.4DFC/6f7b4e8c-03d2-11ef-9d0f-3f6b8fcafe57
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f7b73da-03d2-11ef-b1a7-83f3800cf27e	dg.4DFC/6f7b73da-03d2-11ef-b1a7-83f3800cf27e
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f7b98ce-03d2-11ef-b95a-7f1d9660b373	dg.4DFC/6f7b98ce-03d2-11ef-b95a-7f1d9660b373
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f7bbf3e-03d2-11ef-8634-5bb320cbab39	dg.4DFC/6f7bbf3e-03d2-11ef-8634-5bb320cbab39
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f7be43c-03d2-11ef-bc3a-7f717fb19ddb	dg.4DFC/6f7be43c-03d2-11ef-bc3a-7f717fb19ddb
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f7c08ea-03d2-11ef-a299-4f2957a06dc5	dg.4DFC/6f7c08ea-03d2-11ef-a299-4f2957a06dc5
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f7c2e74-03d2-11ef-8bbf-afc11ce09fc7	dg.4DFC/6f7c2e74-03d2-11ef-8bbf-afc11ce09fc7
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f7c5566-03d2-11ef-a196-5b1180e88802	dg.4DFC/6f7c5566-03d2-11ef-a196-5b1180e88802
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f7c7a28-03d2-11ef-97c2-5f4189231769	dg.4DFC/6f7c7a28-03d2-11ef-97c2-5f4189231769
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f7c9eb8-03d2-11ef-b820-53823fe0b3e9	dg.4DFC/6f7c9eb8-03d2-11ef-b820-53823fe0b3e9
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f7cc3ca-03d2-11ef-b12f-7f183bcf0420	dg.4DFC/6f7cc3ca-03d2-11ef-b12f-7f183bcf0420
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f7ce88c-03d2-11ef-af2a-cf5bedaa8db1	dg.4DFC/6f7ce88c-03d2-11ef-af2a-cf5bedaa8db1
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f7d0f10-03d2-11ef-a323-cfd33e95e869	dg.4DFC/6f7d0f10-03d2-11ef-a323-cfd33e95e869
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f7d342c-03d2-11ef-ac66-2b635f67c800	dg.4DFC/6f7d342c-03d2-11ef-ac66-2b635f67c800
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f7d5916-03d2-11ef-b075-9f5cb0caf813	dg.4DFC/6f7d5916-03d2-11ef-b075-9f5cb0caf813
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f7d7eaa-03d2-11ef-94dd-8fd943a18eec	dg.4DFC/6f7d7eaa-03d2-11ef-94dd-8fd943a18eec
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f7da4ca-03d2-11ef-9cd1-bb5104dffd6f	dg.4DFC/6f7da4ca-03d2-11ef-9cd1-bb5104dffd6f
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f7dc9b4-03d2-11ef-be99-0b35bba8dc96	dg.4DFC/6f7dc9b4-03d2-11ef-be99-0b35bba8dc96
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f7def0c-03d2-11ef-a5ac-c7392a6bc3cf	dg.4DFC/6f7def0c-03d2-11ef-a5ac-c7392a6bc3cf
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f7e146e-03d2-11ef-af13-57bc6502685b	dg.4DFC/6f7e146e-03d2-11ef-af13-57bc6502685b
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f7e39d0-03d2-11ef-97cd-e37de733f4c0	dg.4DFC/6f7e39d0-03d2-11ef-97cd-e37de733f4c0
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f7e5e74-03d2-11ef-a24d-6b94d3ad6617	dg.4DFC/6f7e5e74-03d2-11ef-a24d-6b94d3ad6617
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f7e8480-03d2-11ef-908a-2736ee030cf4	dg.4DFC/6f7e8480-03d2-11ef-908a-2736ee030cf4
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f7eaa00-03d2-11ef-bc8f-235abde031ff	dg.4DFC/6f7eaa00-03d2-11ef-bc8f-235abde031ff
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f7ed14c-03d2-11ef-8337-dbe226c87434	dg.4DFC/6f7ed14c-03d2-11ef-8337-dbe226c87434
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f7ef67c-03d2-11ef-a31d-8fc30625dedb	dg.4DFC/6f7ef67c-03d2-11ef-a31d-8fc30625dedb
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f7f1b0c-03d2-11ef-972e-6b3cfbf1a236	dg.4DFC/6f7f1b0c-03d2-11ef-972e-6b3cfbf1a236
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f7f4064-03d2-11ef-936c-47d84f50be5f	dg.4DFC/6f7f4064-03d2-11ef-936c-47d84f50be5f
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f7f6648-03d2-11ef-9432-dbf442b4ef9b	dg.4DFC/6f7f6648-03d2-11ef-9432-dbf442b4ef9b
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f7f8b82-03d2-11ef-92a1-8f4013609db6	dg.4DFC/6f7f8b82-03d2-11ef-92a1-8f4013609db6
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f7fb012-03d2-11ef-bafd-2701f17c1f0d	dg.4DFC/6f7fb012-03d2-11ef-bafd-2701f17c1f0d
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f7fd592-03d2-11ef-a922-e350c80a30c4	dg.4DFC/6f7fd592-03d2-11ef-a922-e350c80a30c4
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f7ffb6c-03d2-11ef-b901-d3a7225a24fb	dg.4DFC/6f7ffb6c-03d2-11ef-b901-d3a7225a24fb
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f802038-03d2-11ef-8e67-b7860512a3b0	dg.4DFC/6f802038-03d2-11ef-8e67-b7860512a3b0
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f804554-03d2-11ef-bcc5-57ce3732953e	dg.4DFC/6f804554-03d2-11ef-bcc5-57ce3732953e
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f806a20-03d2-11ef-878d-3bb05f642ab9	dg.4DFC/6f806a20-03d2-11ef-878d-3bb05f642ab9
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f808f46-03d2-11ef-8c00-03c6a0594b0a	dg.4DFC/6f808f46-03d2-11ef-8c00-03c6a0594b0a
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f80b8e0-03d2-11ef-9d53-63fb72a6cad2	dg.4DFC/6f80b8e0-03d2-11ef-9d53-63fb72a6cad2
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f80dd84-03d2-11ef-aa0e-1b4fe89f24a3	dg.4DFC/6f80dd84-03d2-11ef-aa0e-1b4fe89f24a3
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f810462-03d2-11ef-92d0-dbb45e383714	dg.4DFC/6f810462-03d2-11ef-92d0-dbb45e383714
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f812b18-03d2-11ef-9b5a-3323a5a97e76	dg.4DFC/6f812b18-03d2-11ef-9b5a-3323a5a97e76
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f81520a-03d2-11ef-b015-df04fc5d9a52	dg.4DFC/6f81520a-03d2-11ef-b015-df04fc5d9a52
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f8176ea-03d2-11ef-8372-6b0b6ee95dd1	dg.4DFC/6f8176ea-03d2-11ef-8372-6b0b6ee95dd1
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f819bb6-03d2-11ef-a56d-2b0aaf88b373	dg.4DFC/6f819bb6-03d2-11ef-a56d-2b0aaf88b373
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f81c12c-03d2-11ef-ab13-efc9cc504342	dg.4DFC/6f81c12c-03d2-11ef-ab13-efc9cc504342
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f81e7e2-03d2-11ef-b3a3-cf3e6dd44439	dg.4DFC/6f81e7e2-03d2-11ef-b3a3-cf3e6dd44439
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f820c90-03d2-11ef-a941-37b5989d68d4	dg.4DFC/6f820c90-03d2-11ef-a941-37b5989d68d4
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f82315c-03d2-11ef-b071-53688a8555d6	dg.4DFC/6f82315c-03d2-11ef-b071-53688a8555d6
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f82568c-03d2-11ef-bbe9-1f16c588154c	dg.4DFC/6f82568c-03d2-11ef-bbe9-1f16c588154c
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f827dd8-03d2-11ef-b36b-fb5847e7fd92	dg.4DFC/6f827dd8-03d2-11ef-b36b-fb5847e7fd92
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f82a2c2-03d2-11ef-b85c-2f5f47fdbb50	dg.4DFC/6f82a2c2-03d2-11ef-b85c-2f5f47fdbb50
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f82c752-03d2-11ef-93bb-779dba16e76c	dg.4DFC/6f82c752-03d2-11ef-93bb-779dba16e76c
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f82ec5a-03d2-11ef-913e-c75b7ccc2d61	dg.4DFC/6f82ec5a-03d2-11ef-913e-c75b7ccc2d61
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f8311c6-03d2-11ef-8951-6735561d2669	dg.4DFC/6f8311c6-03d2-11ef-8951-6735561d2669
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f833692-03d2-11ef-9045-9bf723b13f5f	dg.4DFC/6f833692-03d2-11ef-9045-9bf723b13f5f
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f835b0e-03d2-11ef-a8e8-affa4633bb7f	dg.4DFC/6f835b0e-03d2-11ef-a8e8-affa4633bb7f
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f8386e2-03d2-11ef-91b7-9756236a266e	dg.4DFC/6f8386e2-03d2-11ef-91b7-9756236a266e
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f83af6e-03d2-11ef-954a-73e35c780879	dg.4DFC/6f83af6e-03d2-11ef-954a-73e35c780879
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f83d444-03d2-11ef-a327-1b6a37927b4c	dg.4DFC/6f83d444-03d2-11ef-a327-1b6a37927b4c
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f83f924-03d2-11ef-9a31-6f899d1c39f1	dg.4DFC/6f83f924-03d2-11ef-9a31-6f899d1c39f1
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f8421f6-03d2-11ef-aa7c-e79f72151943	dg.4DFC/6f8421f6-03d2-11ef-aa7c-e79f72151943
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f844848-03d2-11ef-9d46-8f51fd5af3a8	dg.4DFC/6f844848-03d2-11ef-9d46-8f51fd5af3a8
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f846d00-03d2-11ef-aa65-07298b94725e	dg.4DFC/6f846d00-03d2-11ef-aa65-07298b94725e
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6f8491c2-03d2-11ef-bd14-fba6cfa1713f	dg.4DFC/6f8491c2-03d2-11ef-bd14-fba6cfa1713f
